Software Developer (Growth Team),Senior,ON - Toronto,Toronto,Ontario,"Our ideal fit:
Excellent technical communication skills
Ability to explain complex solutions clearly to others
Growth mindset, excited to learn new libraries / technologies
Creative problem solver

What you'll be doing:
You'll develop, run and analyze experiments to test data-driven hypotheses, working towards improving user engagement and business metrics.
You'll get to work with a wide range of tools and technologies such, product analytics tools, feature flagging services, and digital experience intelligence services to discover, learn, and influence user funnels, behaviour and patterns
You will get to instrument code to fire analytics event for product interactions and analyze these events to inform experimentation priorities
You'll be responsible for the same end-to-end development expected of a full-time developer: code design, architecture (in collaboration with team members), implementation, testing, QA and deployment.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Software Developer (Platform Team),Senior,ON - Toronto,Toronto,Ontario,"What you'll be doing:
Build out new services end-to-end: from initial design, architecture review, development, testing (including load-testing), to production go-live. For example, one of our past coops built a real-time push notification service with Typescript, Docker, Kafka, ECS and Lambda
Build, modify, and maintain critical production infrastructure and implement resiliency mechanisms to our cloud offering across the stack
Build developer tooling that boosts engineering velocity, making it easier for all our teams to develop, integrate, and deploy using AWS. Examples include environment setup, CI/CD improvements, database optimizations, test automation, error monitoring, zero-downtime deployments
Implement observability, monitoring, and alerting for large production systems (via OpenTelementry, Prometheus, Grafana, Elastic, Datadog, CloudWatch)
Participate in architecture and system design discussions, evaluate tradeoffs between different design choices, contribute to team efforts around code quality and architecture improvements
Our ideal fit:
Passionate about cloud technologies (AWS, GCP), cloud architecture, and solving problems at scale
Interested in monitoring and alerting in large production systems
Eager to learn with an automate-everything mentality
Excellent technical communication skills
Growth mindset, excited to learn new libraries / technologies
Creative problem solver
Our ideal fit:
Passionate about Cloud Architecture and solving problems at scale
Excellent technical communication skills
Growth mindset, excited to learn new libraries / technologies
Creative problem solver",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Software Engineering Internship,"Junior
Senior",USA - West,Palo Alto,California,"PROJECT DESCRIPTION
BitGo has a logging feature that allows customers and BitGo Support to inspect a full log of events on a User Account, Wallet or Enterprise. This feature is currently hard to use and especially BitGo Support has trouble accessing the important bits of information they need to help our customers.

You will be working with our Back-End team to build a new micro-service and to integrate it with the existing architecture.
This is your chance to own your product from architecture to production, to write scalable code that is well tested and to learn about crypto currencies and blockchain from experts.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
IT Security Analyst Co-op,"Junior
Intermediate",ON - Toronto,Toronto,Ontario,"Primary responsibilities include, but are not limited to:
Conducting and participating in the analysis of security information and events review
Translating security requirements into detailed recommendations for IT teams
Performing routine audits of IT systems and software
Creating, reviewing and updating incident response material
Conducting data analysis including reconciliation of multiple data sources",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Software Engineering Intern,"Junior
Intermediate
Senior",USA - North East,New York,New York,"We'll trust you to:
Take ownership of projects under the guidance of your mentor
Be a collaborative member of your team
Have a deep understanding of data structures and algorithms
Be an excellent problem solver",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Cloud Engineering Co-op,"Intermediate
Senior",ON - Toronto,Toronto,Ontario,"We are looking for a Cloud Engineering Co-op!

We are looking for a Cloud Engineer Co-op student to join us!

In this role you will:
- Develop and maintain infrastructure as code, deploy new platform releases and troubleshoot platform reliability
- Work in an Agile environment to continuously receive feedback and new tasks
- Automate manual tasks to reduce the overall workload required to maintain the platform
- Follow best practices in in the software development lifecycle to ensure technical quality and integrity
- Contribute to product and process improvements as well as refinement of overall quality practices",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Software Engineering Co-op,"Intermediate
Senior",ON - Toronto,Toronto,Ontario,"We are looking for a Software Engineering Co-op!

BlueCat seeks a driven, results-oriented Software Engineering Co-op who, along with being a great Developer in their own right, enjoys collaborating with team members in building great products.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Research & Technology ? Engineering Program Management Intern,"Junior
Intermediate
Senior",ON - Toronto,Toronto,Ontario,"During your internship, you will contribute to:
Managing the overall program
Tracking Supplier progress
Releasing documentation in Teamcenter
Manage risk and opportunities on the program
Support creating plans for variety of programs.
Organize meetings with Engineering and Non-Engineering functions

During your internship, you will learn:
How to manage a Program and the associated project management skills.
How to utilize Sharepoint
How Teamcenter works and how to release documents within it
Develop communication and leadership skills
Participate is cross discipline meetings",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Full-Stack Developer,"Intermediate
Senior",ON - Waterloo Region,Kitchener,Ontario,"The hired Fullstack Developer will be a driving force in our small full-stack development team spearheading the development of boost-collective.com. You'll have a rich variety of potential tasks and projects to take on. Some projects in the past have been:
Integrating Paypal payments into our user payment experience
Building an order fulfillment platform, with automatic Spotify integrations
Expanding the website by designing and launching new pages
Implementing pixel tracking solutions to determine and optimize conversion flow
Working with external APIs to ensure our artists' music is distributed across digital music platforms (like Apple Music)
Revamping our backend API for better efficiency/readability
Developing a suite of various test cases for our backend/frontend
And more!
You will be instrumental in the end-to-end development process, from ideation to deployment. Expect to take on a variety of tickets, from implementing new fulfillment options to QA/building DevOps pipelines to creating payment flows. If you're interested in gaining extensive experience across a broad range of technical fields, consider applying!",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Software Engineering,"Intermediate
Senior",ON - Toronto,Toronto,Ontario,"As a Software Engineer at Boosted.ai, you will play a role in designing, developing, and maintaining our software products, which are used by leading financial institutions to optimize their investment strategies and risk management for clients located across the globe. This position combines elements from different software engineering roles, making it a unique opportunity for professionals with a diverse skill set. You will work on our main components potentially including the web application, backend services, portfolio construction and data ingestion",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Software Engineering,Senior,USA - South,Durham,North Carolina,"Design, develop, test, and improve our autonomous framing system, to include:
3D pose estimation using depth perception.
Object detection and masking
Motion planning algorithm improvement
Trajectory Optimization
Improve the high-level task scheduling.
Develop and maintain code quality standards.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
"Student, Financial Applications",Intermediate,"National Capital Region - Ottawa, Gatineau",Gatineau,Quebec,"Key Responsibilities
Assist in gathering and compiling requirements from stakeholders.
Aid in basic application configuration tasks under the guidance of experienced analysts.
Help with documenting process designs and workflows based on instructions.
Support in executing testing activities, such as running test cases and documenting results.
Participate in training sessions, helping with logistics and materials.
Contribute to the documentation and maintenance of support operation procedures.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Student - Innovation Technology Analyst - Corporate,Intermediate,"National Capital Region - Ottawa, Gatineau",Gatineau,Quebec,"Key Responsibilities
Support the collection and organization deliverables for our ongoing Digital Maturity initiative;
Assist in the development, testing, and rollout of corporate solutions;
Maintain team website on the corporate intranet;
Explore innovative and emerging technologies and help apply them to our businesses;
Assist in proposing solutions to our businesses respecting their individual requirements and our corporate IT and OT strategies;
Communicate business cases and innovation concepts to non-technical users through PowerPoint and other means;
Research, evaluate and enable new technologies and ideas to determine their potential to grow our various businesses.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
"Student, Application Support",Intermediate,"National Capital Region - Ottawa, Gatineau",Gatineau,Quebec,"Key Responsibilities
Provide support for the company's business applications over the phone, in person, by email and/or by using a connection tool to remote to user's computers;
Follow documented procedures to resolve incidents and requests;
Record and analyze service calls and follow-up on them until problems are resolved using the incident management tool;
Ensure security processing for access to business applications;
Periodic queue management role with follow-ups on application registers and alerts;
Document and maintain support operation procedures for policy control of the company.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
"Student, End User Services",Intermediate,"National Capital Region - Ottawa, Gatineau",Gatineau,Quebec,"Key Responsibilities
Provide support for the Company's end users;
Assist with the preparation and deployment of hardware and software assets for end users;
Conduct analysis of various hardware, software, and related licensing;
Monitor shared inboxes in order to manage requests and respond to urgent matters in a timely manner including cyber phishing notifications;
Assist in asset management and tracking of both hardware and software assets;
Analyze and follow service calls through to resolution using the incident management tool;
Perform research, development and testing for solutions and resolutions.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Intern - Product Development,"Intermediate
Senior",Quebec,Valcourt,Quebec,"Your mandate:
As a member of the engineering team, your role will be to carry out activities related to the creation and validation of vehicles. To do this, you will have the chance to increase your knowledge of product design.
Here are some of your challenges during your internship:
Develop components, modeling tools and analyze the performance of BRP products using a CVT type transmission.
Actively participate in increasing the performance of vehicle systems and subsystems.
Carry out 3D and digital modeling of mechanical systems with cutting-edge design tools.
Validate and optimize new designs of components affecting vehicle power transmission.
Ensure effective multi-project management in conjunction with the various technical services.
Carry out and/or supervise tests on vehicle or in a dynamometric cell.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Intern - Product Development,"Intermediate
Senior",Quebec,Valcourt,Quebec,"Your mandate:
As a member of the engineering team, your role will be to produce prototype vehicles with transmissions that reduce the carbon footprint of these vehicles. To do this, you will have the chance to increase your knowledge of product design by carrying out activities related to the creation and validation of vehicles.
Here are some of your challenges in your internship:
Evaluation of the energy efficiency of electric vehicles under development
Integration of electrical components and vehicle control logic related to recreational vehicle transmissions
Carry out tests on vehicles and in load cells
Validate and optimize new mechatronic concepts
Analysis and management of mass data from various on-board acquisition systems
Ensure multi-project, multi-product and multidisciplinary management",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Full Stack Web Software Developer,"Junior
Intermediate
Senior",ON - Durham Region,Pickering,Ontario,"You will be working on software projects for BTNX. You will have the following responsibilities:
Working with project managers and other stakeholders to define requirements and make business decisions
Coding, testing and deployment of software solutions
Commitment to the success of projects through the complete SDLC
Researching and applying technologies and processes to help projects succeed
Thinking outside the box",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Web Developer,"Junior
Intermediate
Senior",ON - Toronto,Toronto,Ontario,"This role expects the candidate to play a pivotal role as a core team member. Your principal duties will revolve around aiding in the development and continuous maintenance of a web application product using the user-friendly and powerful no-code tool, Bubble.io. In this capacity, you will work closely with our lead software developer and designer, leveraging the resources they provide while receiving their valuable support.

In addition to these responsibilities, you will also have the opportunity to take part in several key activities, including:
Business requirement preparation: You will be actively involved in shaping business requirements for new features.
Database architecture contribution: You will play a role in enhancing the database architecture to ensure efficiency and scalability.
UI design: You will be responsible for crafting the user interface (UI) of the application, ensuring an engaging and intuitive user experience.
Customer discovery interviews: Your input will be sought in conducting customer discovery interviews to refine our understanding of user needs.
The ideal candidate will demonstrate a strong work ethic, relish the challenge of creating customer-centric products, and excel at tackling complex business and technical issues.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Canada Post Student Engineering Program - HO GTA,"Junior
Intermediate
Senior",ON - Toronto,Toronto,Ontario,"WHY CONSIDER THE CANADA POST ENGINEERING CO-OP PROGRAM?
You will have the opportunity to apply real industrial engineering concepts.
You will be working on meaningful projects and assignments that make a difference and impact our complex physical and digital delivery networks.
You will enjoy a collaborative learning environment, working with other engineers with varied experiences.
You will be encouraged to be innovative and achieve results through unique solutions.
You will be working for a company that builds and understands lean manufacturing and can offer exposure to lean tools.
You will enjoy a competitive salary together with mentoring and coaching opportunities.
In addition to the experience you'll gain from working for a multi-billion dollar Crown corporation, you'll receive training in:
Work Process Audits
Change Management & Implementation
Labour Relations
CO-OP ASSIGNMENTS
4-month co-op opportunities will be available for the fall, winter and summer terms.

QUALIFICATIONS
Education
To be eligible to apply to the CPC Process Engineering Co-op Program, you must be enrolled in an undergraduate engineering program at an accredited Canadian university with a formal co-op or paid internship curriculum component.
You may be required to provide proof of enrolment at your academic institution.
Preference will be given to, but not limited to industrial, mechanical and systems engineering students.
Experience
No Experience required",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Software Developer,"Intermediate
Senior","National Capital Region - Ottawa, Gatineau",Nepean,Ontario,"* Daily health checks (application testing)
* Debugging Java desktop application (fix reported issues)
* Developing new features and/or screens using JAVA Swing",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
"Co-op Student, Quality Assurance",Junior,ON - Toronto,Toronto,Ontario,"Job Responsibilities
Use the test automation tool Appvance IQ (AIQ) for achieving automated testing in the following areas: functional testing, other browser and mobile device testing, performance testing and security testing and orchestrating the execution of those tests in our CICD pipeline.
Review requirements, design automated tests, run tests, report results, document defects and provide support to defect remediation activities.
Store tests in Gitlab and document their design and execution.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Backend Software Engineering,"Intermediate
Senior",ON - Toronto,Toronto,Ontario,"A day in the life of a Capital One Software Engineer Co-op.
We love open-source and working with the latest technologies. Whether you're an Apple fan or an Android lover, prefer NoSQL databases over relational or just like to hack away using available technologies at your fingertips, you'll be a great fit for one of our amazing teams!

Learn more about Software Engineering here!

About the Role:
As an engineer in Capital One Customer Management you will be working with a diverse group of engineers building services and data processing pipelines to serve our customers at scale. You will follow modern architectural patterns developing microservices on AWS platform and utilizing open source workflow orchestrating solutions such as Airflow. You will become a programming languages polyglot writing code in Python, Java and Scala, choosing the best tool for the task. You will have the opportunity to work on different layers of technology and collaborate with external teams to help achieve our common goals. You will be involved in building infrastructure, feature development, testing (unit test, component test and integration test), deployment, monitoring and fixing cyber security and vulnerability fixes.

Responsibilities:
Work as part of a dynamic team throughout the software development life cycle
Collaborate with designers and analysts to implement enhancements or new applications
Develop code to meet user story acceptance criteria
Conduct design and code review to ensure high-level quality output
Remediate and enhance cyber security
Ensure adherence to continuous improvement practices as required to meet quality and time to market imperatives
Provide third-level support of software solution as needed",
